iter	MultiClass
295	0.4195255422
296	0.4191044218
297	0.4186865377
298	0.4182718546
299	0.4178603374
300	0.4174519517
301	0.41712556
302	0.416801203
303	0.4164006602
304	0.4160031322
305	0.4156085866
306	0.4152169915
307	0.4148283154
308	0.4144425271
309	0.4140595962
310	0.4136794923
311	0.4133021857
312	0.412927647
313	0.412555847
314	0.4122581018
315	0.4118911038
316	0.4115267668
317	0.4111650633
318	0.4108059661
319	0.4104494482
320	0.4100954833
321	0.4097440451
322	0.4093951078
323	0.4090486461
324	0.4087046347
325	0.4083630489
326	0.4080238641
327	0.4076870563
328	0.4074166326
329	0.4070840015
330	0.4067536823
331	0.4064256521
332	0.4060998881
333	0.4057763679
334	0.4054550693
335	0.4051359706
336	0.4048190501
337	0.4045042865
338	0.4041916587
339	0.403881146
340	0.4035727279
341	0.403266384
342	0.4029620945
343	0.4026598394
344	0.402416485
345	0.4021178135
346	0.4018211233
347	0.4015263955
348	0.4012890369
349	0.4009977667
350	0.400708408
351	0.4004209428
352	0.4001353533
353	0.399851622
354	0.3995697315
355	0.3992896646
356	0.3990114044
357	0.3987349341
358	0.3984602372
359	0.3981872972
360	0.3979160982
361	0.3976466241
362	0.397378859
363	0.3971127876
364	0.396897977
365	0.3966348958
366	0.396373466
367	0.3961136727
368	0.3958555011
369	0.3956469852
370	0.3953916783
371	0.3951379533
372	0.3949330193
373	0.3946820889
374	0.3944327018
375	0.3941848443
376	0.3939846063
377	0.3937853944
378	0.3935414181
379	0.3932989244
380	0.393103069
381	0.3928631949
382	0.392624768
383	0.3923877755
384	0.3921522051
385	0.3919180444
386	0.3916852812
387	0.3914539036
388	0.3912668639
389	0.3910379364
390	0.3908529007
391	0.3906263861
392	0.3904433237
393	0.3902191858
394	0.3899963607
395	0.3897748373
396	0.3895546045
397	0.3893356516
398	0.3891179678
399	0.3889419238
400	0.388766734
401	0.3885522757
402	0.3883390495
403	0.3881270452
404	0.3879162525
405	0.3877066616
406	0.3874982625
407	0.3872910454
408	0.3870850005
409	0.3868801185
410	0.3866763896
411	0.3864738046
412	0.3862723541
413	0.386072029
414	0.3858728202
415	0.3856747186
416	0.3854777154
417	0.3852818017
418	0.3850869689
419	0.3848932083
420	0.3847005113
421	0.3845088696
422	0.3843182747
423	0.3841287183
424	0.3839401923
425	0.3837526886
426	0.3835661991
427	0.383380716
428	0.3831962312
429	0.3830127371
430	0.3828637955
431	0.3826820597
432	0.3825012935
433	0.3823214892
434	0.3821426395
435	0.3819974285
436	0.3818202736
437	0.3816440531
438	0.3814687598
439	0.3812943867
440	0.3811209267
441	0.380948373
442	0.3807767186
443	0.3806059568
444	0.3804360808
445	0.380267084
446	0.3800989597
447	0.3799317015
448	0.3797653028
449	0.3795997573
450	0.3794350586
451	0.3792712005
452	0.3791081766
453	0.3789459808
454	0.3787846071
455	0.3786533026
456	0.3784933911
457	0.378334285
458	0.3782048274
459	0.3780759217
460	0.3779188777
461	0.3777626184
462	0.3776355113
463	0.3774806478
464	0.3773265534
465	0.3771732224
466	0.3770206495
467	0.376896513
468	0.3767452887
469	0.3765948073
470	0.3764450637
471	0.3762960525
472	0.3761477685
473	0.3760002066
474	0.3758533617
475	0.3757072287
476	0.3755618026
477	0.3754170784
478	0.3752730511
479	0.3751557477
480	0.3750129617
481	0.3748966846
482	0.3747551243
483	0.3746142391
484	0.3744740243
485	0.3743344753
486	0.3742208112
487	0.374082448
488	0.3739447379
489	0.3738076764
490	0.373671259
491	0.3735354815
492	0.3734003393
493	0.3732902189
494	0.3731805358
495	0.3730470241
496	0.3729141325
497	0.3727818568
498	0.372650193
499	0.3725191369
500	0.3723886844
501	0.3722588315
502	0.3721295741
503	0.3720009084
504	0.3718728302
505	0.3717453357
506	0.3716184211
507	0.3714920825
508	0.3713663161
509	0.3712637329
510	0.3711389869
511	0.3710148028
512	0.3708911767
513	0.370768105
514	0.3706677024
515	0.3705456197
516	0.3704240815
517	0.3703030841
518	0.3701826241
519	0.3700626981
520	0.3699648352
521	0.3698673415
522	0.3697487879
523	0.3696307561
524	0.3695344641
525	0.3694173632
526	0.3693007747
527	0.3691846954
528	0.3690691221
529	0.3689540516
530	0.3688394806
531	0.3687254061
532	0.3686118248
533	0.3684987336
534	0.3683861295
535	0.3682740094
536	0.3681824634
537	0.3680712074
538	0.3679604271
539	0.3678699781
540	0.3677600469
541	0.3676505832
542	0.367541584
543	0.3674525839
544	0.3673444141
545	0.3672367009
546	0.3671294414
547	0.3670226329
548	0.3669162725
549	0.3668103576
550	0.3667048854
551	0.3665998533
552	0.3664952584
553	0.3663910982
554	0.3662873701
555	0.3661840713
556	0.3660811994
557	0.3659787517
558	0.3658767256
559	0.3657751187
560	0.3656739285
561	0.3655731523
562	0.3654727878
563	0.3653728325
564	0.365273284
565	0.3651741398
566	0.3650930444
567	0.3649946232
568	0.3648965998
569	0.3648164245
570	0.3647191123
571	0.3646221912
572	0.3645256591
573	0.3644295135
574	0.3643508642
575	0.3642554102
576	0.3641773364
577	0.3640825666
578	0.3639881732
579	0.363894154
580	0.3638005068
581	0.3637072295
582	0.36361432
583	0.3635217761
584	0.3634460544
585	0.3633541646
586	0.3632626347
587	0.3631714625
588	0.363080646
589	0.3629901832
590	0.3629161493
591	0.3628263193
592	0.3627368375
593	0.3626477017
594	0.3625589101
595	0.3624704607
596	0.3623823516
597	0.3622945808
598	0.3622071465
599	0.3621200468
600	0.3620332797
601	0.3619622283
602	0.3618760569
603	0.3617902131
604	0.3617046949
605	0.3616195007
606	0.3615497297
607	0.3614651154
608	0.3613808201
609	0.361296842
610	0.3612131793
611	0.3611298303
612	0.3610467932
613	0.3609640664
614	0.3608816481
615	0.3608141227
616	0.3607322572
617	0.3606506955
618	0.3605694361
619	0.3604884772
620	0.3604078173
621	0.3603274548
622	0.360247388
623	0.3601676153
624	0.3600881351
625	0.3600089459
626	0.3599300462
627	0.3598514343
628	0.3597731087
629	0.359695068
630	0.3596173105
631	0.3595398347
632	0.3594762967
633	0.3593993262
634	0.3593362102
635	0.35925974
636	0.3591835449
637	0.3591076232
638	0.3590319737
639	0.3589565949
640	0.3588814853
641	0.358819881
642	0.3587452543
643	0.3586708929
644	0.3585967955
645	0.3585360202
646	0.3584623961
647	0.3583890322
648	0.3583159271
649	0.3582430794
650	0.3581833241
651	0.3581237495
652	0.3580515683
653	0.3579796399
654	0.3579079629
655	0.357836536
656	0.3577653581
657	0.3576944277
658	0.3576237437
659	0.3575657571
660	0.3574955149
661	0.3574255156
662	0.3573557579
663	0.3572862406
664	0.3572292065
665	0.3571601204
666	0.3570912714
667	0.3570226582
668	0.3569542796
669	0.3568981751
670	0.3568302175
671	0.3567624913
672	0.3566949953
673	0.3566277283
674	0.3565606893
675	0.356493877
676	0.3564272905
677	0.3563609284
678	0.3563064599
679	0.3562405008
680	0.3561747633
681	0.356109246
682	0.3560439481
683	0.3559788683
684	0.3559140057
685	0.3558493591
686	0.3557849276
687	0.35572071
688	0.3556567053
689	0.3555929124
690	0.3555293305
691	0.3554659583
692	0.3554027949
693	0.3553509151
694	0.3552881267
695	0.3552365608
696	0.3551741442
697	0.3551119317
698	0.3550499225
699	0.3549881155
700	0.3549265098
701	0.3548651044
702	0.3548038985
703	0.3547428909
704	0.3546820808
705	0.3546214672
706	0.3545610492
707	0.3545008259
708	0.3544407964
709	0.3543809597
710	0.3543213149
711	0.3542618611
712	0.3542025974
713	0.354143523
714	0.3540846368
715	0.3540259382
716	0.3539674261
717	0.3539090997
718	0.3538611434
719	0.3538031507
720	0.3537453414
721	0.353697813
722	0.3536403331
723	0.3535830342
724	0.3535259153
725	0.3534789545
726	0.3534321209
727	0.3533754697
728	0.3533189955
729	0.3532626977
730	0.3532065754
731	0.3531506277
732	0.353094854
733	0.3530392533
734	0.352993538
735	0.3529382485
736	0.3528831299
737	0.3528281815
738	0.3527734024
739	0.3527283599
740	0.3526738853
741	0.3526195779
742	0.3525654369
743	0.3525114617
744	0.3524576514
745	0.3524134006
746	0.352359887
747	0.3523065362
748	0.3522533476
749	0.3522003204
750	0.352147454
751	0.3520947476
752	0.3520422004
753	0.3519898119
754	0.3519375812
755	0.3518855077
756	0.3518335907
757	0.3517818295
758	0.3517302233
759	0.3516787716
760	0.3516274736
761	0.3515763287
762	0.3515253362
763	0.3514833708
764	0.3514415135
765	0.3513909172
766	0.3513404709
767	0.3512901739
768	0.3512400256
769	0.3511900253
770	0.3511401725
771	0.3510991454
772	0.3510495578
773	0.3510001158
774	0.3509508188
775	0.3509016662
776	0.3508526574
777	0.3508037916
778	0.3507635708
779	0.3507149627
780	0.3506664959
781	0.3506181699
782	0.3505699842
783	0.3505219381
784	0.3504740309
785	0.3504262622
786	0.3503786313
787	0.3503311377
788	0.3502920345
789	0.3502447879
790	0.3501976769
791	0.3501588911
792	0.3501120242
793	0.3500652914
794	0.350018692
795	0.3499722255
796	0.3499258914
797	0.349879689
798	0.3498336179
799	0.3497876775
800	0.3497418671
801	0.3496961864
802	0.3496506348
803	0.3496052116
804	0.3495599164
805	0.3495147487
806	0.3494697079
807	0.3494247934
808	0.3493800049
809	0.3493353417
810	0.3492908033
811	0.3492541069
812	0.3492097934
813	0.3491656033
814	0.3491215361
815	0.3490775912
816	0.3490337683
817	0.3489900667
818	0.348946486
819	0.3489030258
820	0.3488596854
821	0.3488164645
822	0.3487733624
823	0.3487378365
824	0.3486949488
825	0.3486521787
826	0.3486169284
827	0.3485743702
828	0.3485319282
829	0.3484896021
830	0.3484473912
831	0.3484052953
832	0.3483633137
833	0.3483214461
834	0.348279692
835	0.3482380509
836	0.3481965225
837	0.3481551061
838	0.3481138015
839	0.3480726081
840	0.3480315255
841	0.3479905532
842	0.3479567667
843	0.3479159934
844	0.3478753292
845	0.3478347738
846	0.3477943267
847	0.3477539874
848	0.3477137556
849	0.3476805756
850	0.3476405375
851	0.3476006056
852	0.3475607795
853	0.3475210589
854	0.3474814433
855	0.3474419323
856	0.3474025255
857	0.3473632225
858	0.3473240229
859	0.3472849263
860	0.3472459323
861	0.3472070404
862	0.3471682504
863	0.3471295618
864	0.3470909741
865	0.3470524871
866	0.3470141004
867	0.3469758134
868	0.346937626
869	0.3468995376
870	0.346861548
871	0.3468236566
872	0.3467858633
873	0.3467481675
874	0.3467105689
875	0.3466730671
876	0.3466356618
877	0.3465983526
878	0.3465611392
879	0.3465240211
880	0.346486998
881	0.3464500696
882	0.3464195771
883	0.3463828195
884	0.3463461555
885	0.3463095849
886	0.3462731073
887	0.3462367222
888	0.3462004294
889	0.3461704587
890	0.3461343324
891	0.3461045022
892	0.3460747376
893	0.3460388506
894	0.3460030539
895	0.3459673474
896	0.3459378685
897	0.3459023245
898	0.3458668696
899	0.3458315036
900	0.345796226
901	0.3457610366
902	0.3457259351
903	0.345690921
904	0.3456559941
905	0.3456211541
906	0.3455923843
907	0.3455577011
908	0.3455231039
909	0.3454885923
910	0.345454166
911	0.3454198248
912	0.3453855683
913	0.3453513963
914	0.3453173083
915	0.3452833041
916	0.3452552185
917	0.345227193
918	0.3451934077
919	0.3451655095
920	0.3451318741
921	0.3450983208
922	0.3450648494
923	0.3450314596
924	0.3449981511
925	0.3449649236
926	0.3449317768
927	0.3448987104
928	0.3448657241
929	0.3448328177
930	0.3448056384
931	0.3447728761
932	0.3447401928
933	0.3447131995
934	0.3446806589
935	0.3446481967
936	0.3446158124
937	0.3445835058
938	0.3445512766
939	0.3445191246
940	0.3444870495
941	0.3444550509
942	0.3444231287
943	0.3443912826
944	0.3443595123
945	0.3443278175
946	0.3442961979
947	0.3442646534
948	0.3442331836
949	0.3442017883
950	0.3441704672
951	0.3441392201
952	0.3441133989
953	0.3440822853
954	0.344051245
955	0.3440202777
956	0.3439893831
957	0.343958561
958	0.3439278111
959	0.3438971331
960	0.3438665269
961	0.3438412314
962	0.3438107548
963	0.3437855687
964	0.3437552208
965	0.3437249436
966	0.3436947366
967	0.3436645998
968	0.3436345329
969	0.3436045356
970	0.3435746076
971	0.343549872
972	0.3435251862
973	0.3435005501
974	0.3434708595
975	0.3434463287
976	0.3434218471
977	0.3433923357
978	0.3433628921
979	0.3433335159
980	0.3433042071
981	0.3432749653
982	0.3432457904
983	0.3432216867
984	0.3431926325
985	0.3431686307
986	0.3431396965
987	0.343110828
988	0.3430820252
989	0.3430532877
990	0.3430246153
991	0.3429960079
992	0.3429674651
993	0.3429389869
994	0.3429154573
995	0.3428870955
996	0.3428587976
997	0.3428305634
998	0.3428023927
999	0.3427742852
