iter	MultiClass
370	0.05018900591
371	0.04999759861
372	0.0498142366
373	0.04968170622
374	0.04954048609
375	0.04937347443
376	0.04914422287
377	0.04898251685
378	0.04880652613
379	0.04867473793
380	0.04847909033
381	0.04831765414
382	0.04814947725
383	0.04797707763
384	0.04781251442
385	0.04765638486
386	0.04752996585
387	0.04739783878
388	0.04721058886
389	0.04707335389
390	0.04694502824
391	0.04680458079
392	0.04666484398
393	0.04655003517
394	0.04640759661
395	0.04626418505
396	0.04607712108
397	0.0459360178
398	0.0458087056
399	0.04562333164
400	0.04546796502
401	0.04534217575
402	0.04516580539
403	0.04503507532
404	0.04489260027
405	0.04472942317
406	0.04460623429
407	0.04445213147
408	0.04434690322
409	0.04418319608
410	0.04407727174
411	0.04398330569
412	0.04386770959
413	0.04370104739
414	0.04354281094
415	0.04344793811
416	0.0432792958
417	0.04316060602
418	0.04305926261
419	0.04295750517
420	0.04284038357
421	0.04270109449
422	0.04256511741
423	0.04241228087
424	0.04229597326
425	0.04216570352
426	0.04205350141
427	0.04193022115
428	0.04182032756
429	0.04171772689
430	0.04162880294
431	0.04152311745
432	0.04140217114
433	0.04126496736
434	0.04116805667
435	0.04100554679
436	0.04088788533
437	0.04077225658
438	0.04062055427
439	0.04051048252
440	0.04039536426
441	0.04029703136
442	0.0401479692
443	0.04004023726
444	0.03996379427
445	0.03981291046
446	0.03970995665
447	0.0395884619
448	0.03949747964
449	0.03936043072
450	0.03925248192
451	0.03914438427
452	0.03898240553
453	0.03886907462
454	0.03878711922
455	0.03865270258
456	0.03855589608
457	0.03846957295
458	0.03837742598
459	0.03828214557
460	0.03819580003
461	0.03811013723
462	0.03798324849
463	0.03787644053
464	0.03780068878
465	0.03771472563
466	0.0376348675
467	0.03754343657
468	0.03741158275
469	0.03733476958
470	0.03723293684
471	0.03711711745
472	0.03704411169
473	0.03694035241
474	0.03687496253
475	0.03677557841
476	0.03665552396
477	0.03653648944
478	0.03646268533
479	0.03639332792
480	0.03622004429
481	0.03613283879
482	0.03604411396
483	0.03595701181
484	0.03586863309
485	0.03578137747
486	0.03570177438
487	0.03559032069
488	0.03547774554
489	0.03538823488
490	0.03531887516
491	0.0352169916
492	0.0351414252
493	0.03501763544
494	0.03493637903
495	0.03485990254
496	0.03475430794
497	0.03468990677
498	0.03457447823
499	0.03448085777
500	0.03438840927
501	0.03431793489
502	0.03424105097
503	0.03416254595
504	0.0340252685
505	0.03393990343
506	0.03388056139
507	0.03379614922
508	0.03373328998
509	0.03366027317
510	0.03358710415
511	0.03351699438
512	0.03345120509
513	0.0333821109
514	0.03331982346
515	0.03325544076
516	0.03317408603
517	0.03309011824
518	0.03298917304
519	0.03292366451
520	0.03285585842
521	0.03276568477
522	0.03268992976
523	0.03262686825
524	0.03254096561
525	0.03245338577
526	0.03238526131
527	0.03233087838
528	0.03226606413
529	0.0321756303
530	0.03210688193
531	0.03203807876
532	0.03197783645
533	0.03191803054
534	0.03182814456
535	0.03175239166
536	0.03167427036
537	0.03161406902
538	0.03151606208
539	0.03144797689
540	0.03136481146
541	0.03129803288
542	0.0312288288
543	0.0311348377
544	0.03107538741
545	0.03101046485
546	0.0309449861
547	0.03088285641
548	0.03078109701
549	0.03071397986
550	0.03062713127
551	0.03055488502
552	0.03047861092
553	0.03040864422
554	0.03035639
555	0.0302798746
556	0.03021472447
557	0.03012089328
558	0.03005802491
559	0.03000361879
560	0.029946851
561	0.0298810353
562	0.02982053012
563	0.02976998266
564	0.0296817723
565	0.02962184974
566	0.02957153219
567	0.02952702556
568	0.02946785984
569	0.02939050467
570	0.02933763709
571	0.02927384375
572	0.02921638165
573	0.02916400331
574	0.02910127825
575	0.02903749433
576	0.02897489667
577	0.02889437814
578	0.02884334719
579	0.02876646944
580	0.02870909049
581	0.02864808074
582	0.02858758917
583	0.02853009343
584	0.0284498473
585	0.02837362851
586	0.02832055689
587	0.02826161899
588	0.02822119127
589	0.02814947924
590	0.02806116891
591	0.02800612788
592	0.02792493563
593	0.0278714756
594	0.02781834676
595	0.02777294386
596	0.02770502686
597	0.02762320798
598	0.02758204248
599	0.02753911207
600	0.02749976068
601	0.02745378701
602	0.02735502301
603	0.0273030263
604	0.02725878297
605	0.0271893591
606	0.02713130062
607	0.02707153754
608	0.02702793292
609	0.02697060535
610	0.02690462655
611	0.02686370404
612	0.02681591007
613	0.02676324155
614	0.02671125668
615	0.02666539995
616	0.02661807267
617	0.02658379826
618	0.02653834259
619	0.02648918993
620	0.02644105047
621	0.02639914666
622	0.02633560144
623	0.02628992007
624	0.02623250752
625	0.02615913792
626	0.02610472782
627	0.0260674915
628	0.02602801542
629	0.02597846633
630	0.0259265745
631	0.02586893344
632	0.02582300584
633	0.02575271975
634	0.02570405459
635	0.02566057488
636	0.02561635996
637	0.02556337412
638	0.02549227389
639	0.02545110665
640	0.0254080803
641	0.02536327898
642	0.02532144691
643	0.02525415703
644	0.02520612124
645	0.02516802237
646	0.02510950852
647	0.0250651714
648	0.02500996345
649	0.02496904666
650	0.02492540656
651	0.0248717973
652	0.02483103383
653	0.02475531909
654	0.02471018949
655	0.0246613496
656	0.02461984945
657	0.02455804767
658	0.0245196866
659	0.02448036104
660	0.02441830227
661	0.02437081995
662	0.0243290778
663	0.02429064061
664	0.02425870637
665	0.02420494778
666	0.02416204943
667	0.02412743414
668	0.02408401731
669	0.02403550083
670	0.02399495979
671	0.02396343883
672	0.02393280533
673	0.02388876043
674	0.0238517254
675	0.02380027263
676	0.02376264517
677	0.02372647021
678	0.02368124462
679	0.02363994657
680	0.0236033888
681	0.02356077768
682	0.02352618711
683	0.0234925467
684	0.02345536497
685	0.02340180965
686	0.02336629819
687	0.02331974
688	0.02328671002
689	0.02324962256
690	0.02320427541
691	0.02316640164
692	0.02313514931
693	0.02309246961
694	0.02306433507
695	0.02300658629
696	0.02296105017
697	0.02290342185
698	0.02287163149
699	0.02283491105
700	0.02280056397
701	0.0227686266
702	0.02271551556
703	0.02268485551
704	0.02264300138
705	0.02261048423
706	0.0225636175
707	0.02251752807
708	0.02248847931
709	0.022454154
710	0.02242003248
711	0.02238488612
712	0.02235332477
713	0.02231338122
714	0.02228634337
715	0.02225027642
716	0.02221323116
717	0.02217727883
718	0.02214655767
719	0.02210190966
720	0.02205902344
721	0.02202497324
722	0.02199002653
723	0.02196137472
724	0.02191667942
725	0.02187313284
726	0.02184142113
727	0.02180347244
728	0.02177186547
729	0.02174304935
730	0.02170290201
731	0.021670629
732	0.02164138432
733	0.02160401241
734	0.021554209
735	0.02151868753
736	0.02146612428
737	0.02143823808
738	0.02141704495
739	0.02138641631
740	0.02134567975
741	0.02131255663
742	0.02128727121
743	0.02125921912
744	0.02122841838
745	0.02119676097
746	0.02117519532
747	0.02114792261
748	0.02112333601
749	0.02104549059
750	0.02101717351
751	0.02096723961
752	0.02092506116
753	0.02090043478
754	0.02087445022
755	0.02082945913
756	0.02079165284
757	0.02076512402
758	0.02073640072
759	0.02070643992
760	0.02067837616
761	0.02065025244
762	0.02061644966
763	0.02058869797
764	0.02054645904
765	0.02051181963
766	0.02048368019
767	0.02044785615
768	0.02041416785
769	0.02038648199
770	0.02035107717
771	0.02031468406
772	0.02028705253
773	0.02026247824
774	0.02023776758
775	0.02021089568
776	0.02017887499
777	0.02014014326
778	0.02011410155
779	0.02008669864
780	0.02006392948
781	0.02003602467
782	0.02001410906
783	0.01998826445
784	0.01995565086
785	0.01992377501
786	0.01990014329
787	0.0198375024
788	0.01980522032
789	0.0197803354
790	0.01975244437
791	0.01972107782
792	0.01969147194
793	0.0196673435
794	0.01964550275
795	0.01962049763
796	0.01960044575
797	0.01957974852
798	0.0195566445
799	0.0195273667
800	0.0194996972
801	0.01946399765
802	0.01943414881
803	0.01939754196
804	0.01937487148
805	0.01934670231
806	0.01931985763
807	0.0192828499
808	0.01925841418
809	0.01923440069
810	0.01920939403
811	0.01917755439
812	0.01914213681
813	0.019110337
814	0.01908313942
815	0.01905879347
816	0.01903747815
817	0.01900145662
818	0.0189815396
819	0.01895068597
820	0.01892584837
821	0.01889987347
822	0.01888311627
823	0.01884967776
824	0.0188263334
825	0.01880122303
826	0.01877742683
827	0.01874945748
828	0.01871802702
829	0.01869361238
830	0.01866650379
831	0.01864283858
832	0.01861308794
833	0.01857383105
834	0.01855119662
835	0.01852911692
836	0.01850894328
837	0.01848400683
838	0.01845519535
839	0.01842728457
840	0.01840156781
841	0.018375097
842	0.01835119756
843	0.01832758927
844	0.01830701308
845	0.01827425097
846	0.01824011404
847	0.01822051163
848	0.0181974496
849	0.01818189724
850	0.01815902949
851	0.01812148918
852	0.01810098185
853	0.0180826875
854	0.01805877834
855	0.01803458502
856	0.01800203314
857	0.01796101532
858	0.01793537764
859	0.01791266454
860	0.01789430783
861	0.01786861933
862	0.01784606506
863	0.01781828404
864	0.01779909955
865	0.0177789432
866	0.01775564069
867	0.01773092198
868	0.01770956255
869	0.01769184808
870	0.0176672448
871	0.01764473586
872	0.01762013079
873	0.01758152307
874	0.0175443254
875	0.01750943508
876	0.01748302836
877	0.0174643763
878	0.01744211056
879	0.01742194549
880	0.01740455554
881	0.01738460286
882	0.0173629275
883	0.01733306247
884	0.01731233212
885	0.01728912695
886	0.0172715556
887	0.01724741662
888	0.01722081676
889	0.01719913266
890	0.017172325
891	0.01715178627
892	0.0171338459
893	0.01711240111
894	0.01709240511
895	0.01707695623
896	0.01704333701
897	0.01701882703
898	0.01700317879
899	0.01698256791
900	0.01696592352
901	0.01694060855
902	0.01692313727
903	0.01690094285
904	0.01688113695
905	0.01686126105
906	0.0168359689
907	0.01681738815
908	0.01680265417
909	0.01677961348
910	0.01675082067
911	0.01673587583
912	0.01671831205
913	0.01670011076
914	0.01668464836
915	0.01666120834
916	0.01664712847
917	0.01661226969
918	0.01659251246
919	0.01657348997
920	0.01655028146
921	0.01652835071
922	0.0165036504
923	0.01648391271
924	0.01645828109
925	0.01643760184
926	0.01641775572
927	0.01639297472
928	0.01637598729
929	0.0163506298
930	0.01633316834
931	0.0163141221
932	0.01628320189
933	0.01625963458
934	0.01623814534
935	0.01621973792
936	0.0162015994
937	0.01618425488
938	0.01616943179
939	0.0161484112
940	0.01612769149
941	0.01610831016
942	0.01608755069
943	0.01607094149
944	0.01604349103
945	0.01602266046
946	0.01600235478
947	0.01598072942
948	0.01596425674
949	0.01593994242
950	0.01591677461
951	0.01589544115
952	0.01586774947
953	0.01585038844
954	0.01583006305
955	0.01580887146
956	0.01579043745
957	0.01576404633
958	0.01574957222
959	0.01573224825
960	0.01571051951
961	0.01568930956
962	0.01566147963
963	0.01564250354
964	0.01562258342
965	0.01558961618
966	0.01557351618
967	0.01555877784
968	0.01553410862
969	0.01551548829
970	0.01550043414
971	0.0154828549
972	0.01546740226
973	0.0154508077
974	0.0154327768
975	0.01541754548
976	0.01539888003
977	0.01537980329
978	0.01536544317
979	0.01534901818
980	0.01532344635
981	0.01530705402
982	0.01528543328
983	0.01527096273
984	0.01524639383
985	0.01523451866
986	0.01521785314
987	0.01519621728
988	0.0151759498
989	0.01516260759
990	0.01515084323
991	0.01513421109
992	0.01511232714
993	0.01509638902
994	0.01508121176
995	0.01506495618
996	0.01504864918
997	0.01503118432
998	0.01501179485
999	0.01499263635
