Code,Pythium sp.,Humicola sp.,Aspergillus terreus,Curvularia lunata,Didymella exigua,Talaromyces marneffei,Chrysosporium lobatum,Nitrososphaera sp.,Nitrosocosmicus sp.,Dokmaia sp.,Fusarium brachygibbosum,Penicillium pinophilum,Penicillium javanicum,Cladosporium herbarum,Exserohilum rostratum,Scytalidium sp.,Aspergillus deflectus,Acrophialophora jodhpurensis,Fusarium pseudensiforme,Chaetomium megalocarpum,Neobacillus drentensis,Fusarium equiseti,Solirubrobacter sp.,Aspergillus niger,Udaeobacter sp.,Humicola olivacea,Rhodoplanes sp.,Rubrobacter sp.,Gaiella sp.,Bacillus sp.,Nocardioides sp.,Bacillus megaterium,Ilumatobacter sp.,Pedomicrobium sp.,Sphingomonas sp.,Pirellula sp.,Haliangium sp.,Microvirga sp.,Micromonospora sp.,Bryobacter sp.,Povalibacter uvarum,Gemmata sp.,Target_Crop_Grouped
AZM04T,1.1678238900373,0.33568311513931,0.13780675253087,25.726577268953,4.3135280295401,0.082154025547252,14.459991872935,16.552779751818,4.8980484338271,0.10777194749209,1.5803607710111,0.042402077701807,7.6597586615077,1.1704740198936,2.7799862193247,0.18197558347026,1.4990901220826,0.40635324464232,0.60157947739439,0.74998674935072,1.8258350188597,7.970707231321001,3.7555349040617,0.22437766117206,1.907833597551,1.0211833713185,0.93478379708085,3.1378122779205,2.662220521511,2.017165035806,2.4271579292626,2.0280981796316,0.5083911878860801,0.73252063630897,2.8152845350681,0.83091893073853,0.4701251844968,1.6126387142623,0.34986060241622,0.86918493412781,1.2627781118461,0.59585633849013,1
AZM04U,1.1001589825119,0.41335453100159,1.1255961844197,2.0635930047695,0.3275039745628,1.2400635930048,0.78219395866455,6.204683228337101,3.0468719045921,0.55961844197138,0.0,0.18441971383148,5.526232114467399,0.78537360890302,0.53736089030207,0.29252782193959,0.11764705882353,1.3322734499205,0.6263910969793299,0.0,2.5238717857284,0.67726550079491,6.921827330718299,0.14626391096979,1.0103411387139,0.07631160572337,3.3242204524743,3.2845992313483,5.4716906375054,2.6110384722057,1.5729624787036,1.0697729704029,1.8067276833472,2.8249930662863,1.2163714885693,2.7774476009351,2.428780855026,0.64582590435437,1.6482427988431,0.95487142913745,1.9770989341892,0.75280320139467,2
AZM04V,0.34089638985135,0.73488320107299,7.5360456018777,3.506762043143,10.423885101151,1.190343131776,5.6052308036213,10.674356699201,8.793256433007999,0.68179277970269,1.7422040907567,0.38700122946239,0.43729741812898,0.88437465072091,0.87459483625796,1.4823404493126,2.5092209679222,1.3272605342573,2.0914831787191,3.1197608136806,0.0,1.8106627919973,3.5359361135759,3.7498602883648,0.093167701863354,4.1675980775679,0.94498669032831,4.112688553682299,2.7639751552795,1.9520851818988,2.6885536823425,1.357586512866,1.3132209405501,0.45696539485359,2.0275066548358,1.2511091393079,0.52351375332742,2.0452528837622,0.97160603371783,0.94942324755989,0.74090505767524,1.0070984915705,3
AZM04X,2.4055309769595,1.1036582465154,16.651602365888,3.3918462489891,9.2066663495235,1.0481581910153,2.9415029415029,15.521701638402,4.179361885599301,0.24102881245738,1.2765012765013,0.90544376258662,0.57085771371486,0.12685726971441,0.34568605997177,0.26957169814313,3.1270316984603,0.98472955615813,6.921649778792601,1.4667871810729,2.9318769761426,0.87214372928659,6.0362173038229,0.62794348508634,1.1842483472262,1.2733298447584,1.2647312446105,4.1391204369072,3.9034205231388,2.1270480022995,2.063811440069,2.2995113538373,0.78183386030469,0.96004599022708,2.2075308996838,1.356711698764,0.74159241161253,1.3337165852256,0.9370508766887,1.9660822075309,1.172750790457,0.5978729519977,3
AZM04Y,0.21828614194836,0.35237620057378,5.6785580641138,1.4812273917924,2.1828614194836,1.9365099164276,7.5901209928901,12.635886942064,3.5631154879141,0.0,4.0819508544343,0.27753523762006,1.6839216664588,0.28065361107646,0.049893975302482,0.10602469751777,0.30871897218411,4.8740177123612,5.5195210178371,9.3239366346514,0.0,1.0165897467881,6.6530246834634,2.7005114132469,0.012789359253101,0.69227890732194,0.93106535362578,6.453510679115,4.0235324210257,0.7136462463230601,3.0208466555826,1.3147461312188,1.8544570916997,0.92850748177516,2.4274203862386,1.1203478705717,0.5473845760327399,1.4835656733598,1.3326512341732,1.6728481903057,0.64202583450569,0.91571812252206,3
AZM04Z,4.2603677937766,32.559456398641,0.98689532438117,0.0,0.26964353125169,0.040446529687753,0.0,8.4319641061344,7.132358629225701,1.7257186000108,0.0,0.53119775656582,0.4152510381276,0.28312570781427,0.0,6.9810710241061,0.21841126031387,0.0,1.8335760125115,0.0,0.78517830896573,0.10246454187564,5.9603929759418,0.080893059375506,3.8214589618628,0.32087580218951,3.6512725303628,2.1389340140791,6.0880327995668,2.9434516902607,1.6554498336814,0.35971223021583,3.7131585054537,0.78131043552255,0.93215749980661,1.3653593254429,1.8488435058405,0.32103349578402,0.5066914210567,0.74263170109074,1.1835692736134,1.303473350352,2
AZM051,28.443437775261,12.107713602617,0.15855039637599,3.0804077010193,1.2130363659242,0.16610041525104,0.0,7.625482625482601,4.4980694980695,1.5301371586762,0.0,0.59393481817038,0.35736756008557,0.57128476154524,0.0,3.8228262237322,0.0,0.0,2.559456398641,0.0,3.7837837837838,2.1643387441802,3.7403474903475,0.33723417641877,3.1853281853282,0.45803447841953,2.8571428571429,1.4671814671815,5.4488416988417,6.423745173745201,1.5009652509653,0.4971042471042501,2.2779922779923,0.92664092664093,0.67567567567568,1.1196911196911,1.6795366795367,0.37162162162162,0.67567567567568,0.51640926640927,0.98455598455598,0.74324324324324,2
AZM052,10.268062292571,13.54097523615,0.27572121521573,0.90885882052591,1.4041358182282,0.36252233852438,0.0,5.0743248501829,3.8991361195424,3.3035486341588,0.0,0.3420985448047,0.0,0.43911156497319,0.4493234618330401,3.1503701812612,0.0,0.0,0.99055399540465,0.0,1.498171063896,0.37784018381414,7.529768853607301,0.0,4.6968635691494,0.10211896859842,4.7124289828002,4.7202116896257,3.4049342361273,2.0546346019145,0.9884037668301,0.47863646976418,1.9573507665966,1.3619736944509,1.2530157988949,1.0740135419099,2.447661296599,0.37356992762083,1.5215191843723,1.0000778270683,1.2141022647677,0.6926609074636201,2
AZM053,6.6581718382435,4.0523132071245,3.968298420522,4.3043575669318,0.6903214965834,0.550296852246,0.4690825585303,9.6360568811762,5.350686912509,0.29265150666517,0.16522908031814,0.62731040663157,0.28004928867481,4.5648034053994,1.3834434860535,0.092416265262686,0.0,7.193065979612399,0.73372913632799,0.75893357230873,1.4654133526151,2.7038758821553,5.4953000723066,0.28425002800493,0.5061460592914,0.35426235017363,1.7787418655098,3.8949144372138,3.0224150397686,1.4895155459147,2.058327307785,1.2292118582791,1.1810074716799,0.94480597734394,2.0342251144854,1.4413111593155,1.118341769101,1.1810074716799,1.3208001928175,1.2484936129188,1.1617257170403,0.75680886960713,0
AZM054,4.1462679822249,0.11423263287389,9.8968140393161,43.851522683337,0.16570008285004,1.7448720845573,0.028871984132962,6.1911967892625,8.8361076386604,0.015063643895458,0.24603951695915,0.028871984132962,0.1418493133489,0.34646380959554,8.665361150862399,0.0,0.071552308503427,0.09289247068866,0.10921141824207,0.0,0.99348641357984,0.32888955838417,2.5922758076189,0.021340162185233,0.36186591223107,0.13682809871708,0.72373182446214,2.2435686558326,2.5199026251727,1.5066780709257,5.210869136127401,2.4014737811698,0.80268438713073,1.2763997631423,2.6383314691756,1.0527008355813,1.4474636489243,0.8092637673531199,1.1382327784723,1.7303769984867,0.59872360023686,1.2895585235871,0
AZM055,9.7779278898928,4.7313462242112,0.0,0.0,9.1164963832362,0.047848236651749,0.047848236651749,5.2009946125155,3.6564761388632,2.3642658110276,0.0,0.0,0.46722395789355,0.48974077514143,0.0,2.479664499423,2.2516817247882,0.0,0.66987531312449,0.0,0.028690745640601,0.10976948408342,2.7304026267972,0.075994258211602,1.3803436513756,0.030960623715838,3.712263699831,1.0408364946285,4.027861901877601,0.71248685007491,1.0089578883611,0.34428894768721,3.0715037138576,1.8696802575791,1.1619751984443,3.1272912748255,1.703911504989,0.50527590933724,0.5881602856323099,0.36819790238771,1.0551818674488,1.399470815136,2
AZM056,1.491935483871,0.96630184331797,4.9308755760369,3.1898041474654,9.4225230414747,1.9714861751152,15.106566820276,14.158468492422,5.8561552778516,0.038882488479263,1.9556451612903,0.46082949308756,1.7914746543779,0.15697004608295,0.27793778801843,1.2442396313364,1.334965437788,2.9853110599078,3.7183179723502,2.0463709677419,2.3863334219622,1.8951612903226,4.3306301515554,0.67972350230415,0.70459984046796,2.3329493087558,1.1300186120713,3.3667907471417,3.3036426482319,1.7482052645573,1.7880882743951,2.6289550651422,0.8275724541345401,1.4956128689178,2.5525126296198,1.4224940175485,0.54174421696357,1.279579898963,0.77771869183728,1.6052911459718,1.2662855623504,0.77439510768413,3
AZM057,3.6368018829134,0.42677480185456,33.692523642757,5.2233832891435,6.988614612428901,28.659133122545,0.0,10.13925701544,7.055408304935,0.0,0.0864892455585649,0.0,0.0,0.090742815012264,1.1654780303138,0.0,0.0,0.0,0.32610699145033,0.10066781040423,0.0,0.14320350494123,3.7990660103496,0.1914106254165,0.050485927047835,0.34737483871882,1.4682990449745,4.648912448988201,4.0430813244142,0.42071605873196,2.3854600530102,1.2958054608944,1.6996928772771,0.90874668686104,2.250830914216,1.5692708990702,1.3462913879423,1.4725062055619,1.1780049644495,1.5734780596575,0.51748075224031,1.0181328621313,0
AZM058,5.3878453802423,5.773185187745201,1.3409134108621,10.848265970866,2.6680029721277,0.20735774394775,0.44754713068722,10.754291068615,5.0066016440223,2.0891292702735,1.1525634601096,0.28684487912772,5.1735757114963,0.42335539389331,13.761642273332,1.753900917558,0.77931952100361,0.47173886748112,1.4532321888338,0.50111454787372,2.4724221644874,1.8834995075254,3.9439499126879,2.464101190579,1.1286681715576,2.2446475782343,1.3480131181055,3.1261978789557,3.9333020997487,1.6759657566336,1.9315132671749,1.6227266919375,0.90719366242174,1.588653690532,2.6236211082244,0.91784147536096,0.8198815963201199,1.4821755611397,2.0017888325738,0.92210060053665,1.2819966778824,0.34711870181865,1
AZM059,2.413488146521,18.041251818675,0.4564516589165,0.7103528941888,7.443014863207099,0.11981856046558,0.0,10.631194574857,4.0401669274909,16.312441160528,0.19399195503951,0.22537300659002,0.37942544147434,2.2993752317919,0.15119961201609,7.4458676860754,0.071320571705703,0.0,0.89578638062363,0.0,1.9300991131977,0.0,4.1914449660929,1.1668045531053,1.6171100678143,0.68182466550652,2.9968701095462,1.9092331768388,5.1643192488263,1.8831507563902,2.3239436619718,0.8972352634324501,1.6458007303078,2.4465310380803,1.5179968701095,1.5179968701095,2.1335419926969,0.565988523735,1.4241001564945,0.80333854981742,1.6484089723526,0.46165884194053,1
AZM05A,0.0,0.070892410341952,0.045871559633028,2.2623019182652,0.90075062552127,0.033361134278565,1.6763969974979,2.0635557338325,0.45460623077952,0.14386989157631,0.16680567139283,0.0,0.29190992493745,2.4687239366138,0.29816513761468,0.1209341117598,0.056296914095079,1.4762301918265,1.7389491242702,0.3023352793995,0.0,1.4804003336113,8.873735347862901,0.60258548790659,0.16044925792218,0.089658048373645,3.3917190355217,4.6753130988991,6.0168471720818,0.20947542006507,1.5866648838971,0.57048625038998,2.3309711637028,3.3025805588982,1.5108971787672,3.373891340197,2.8880866425993,1.3281633016892,2.7588358514953,1.3994740829879,1.7114587511699,1.4930694834425,2
AZM05B,11.393233756685,0.55294247988156,11.526181675345,3.7225417224813,6.4791966722733,2.0616999204327,2.5934915950729,7.4770782821949,5.5123596131873,0.35049905828558,0.46934644011804,0.98300885312277,0.18028543515264,0.63754570084704,0.034244160866982,0.85912556528045,0.83092449162529,2.5662977026197,0.81682395479771,2.3114808585213,1.5996432851211,0.3907863063643799,4.0715659225817,1.612497104354,0.59916952317253,0.59322972796036,0.95309756709305,2.3158598779366,3.4445280494942,1.3098124460051,3.2271549201572,1.9201293091436,1.0004737619486,0.6855614079090401,2.7868349915002,1.1816180363961,0.76637962266254,1.5188250703676,0.66047989298554,1.1899785413706,0.93637655714405,0.75801911768804,0
AZM05C,2.8175976272862,0.0,0.0,1.688910858461,1.0627780523974,1.6724336793541,0.0,0.0766910373740989,0.0,0.0,0.0,0.87329049266766,0.0,0.38721370901302,0.0,0.1565332015159,0.0,0.0,3.0977096721041,0.0,4.5912367707961,0.36249794035261,1.5951735773813,1.301697149448,2.7966664962421,0.37073652990608,6.6567820440718,0.89472876936449,3.5124495117337,0.47548443171941,0.5010481108441099,0.5010481108441099,0.2045094329976,0.68510660054195,1.7434429163045,1.4008896160335,2.8426811186666,0.01533820747482,0.52149905414387,0.58796461986809,0.47548443171941,1.0327726366379,2
